season,date,game_id,home_elo,away_elo,elo_diff,home_qb_rating,away_qb_rating,qb_rating_diff,home_rush_off,away_rush_off,home_rush_def,away_rush_def,home_pass_off,away_pass_off,home_pass_def,away_pass_def,home_rest,away_rest,home_b2b,away_b2b,home_travel_km,away_travel_km,injured_starters_home,injured_starters_away,weather_index,vegas_spread,home_win
2023,2018-03-31 21:10:48,1,1543.0528089604697,1500.3578209472018,42.6949880132679,96.15607228291002,92.03014177609809,4.125930506811926,-0.023772311460025584,-2.229354104495747,0.8950013317614574,1.1680321738010335,-0.9305818236080068,-0.8596434503933542,1.4373263593494665,0.5324311255301755,9,6,0,0,1129.4702115410043,4062.627124012506,1,0,-0.9827172623641955,-0.638766927294264,0
2023,2021-06-15 12:38:28,2,1681.281276977215,1386.9690666660094,294.3122103112055,105.26665934402186,77.68440698294178,27.58225236108008,-0.3262689697150056,0.6385023514498654,-0.8831895322078145,-0.6677431745233068,-0.5464439979687643,0.5050013919058584,-0.3775751747542933,-0.275990063649733,8,8,0,0,1530.014699866189,4334.715190362397,0,0,-0.8616919573336019,5.231362626478284,1
2015,2017-03-02 07:21:48,3,1285.6402515226582,1561.496960742282,-275.8567092196238,97.07737195767922,111.84114489010813,-14.763772932428907,-0.9059176430643714,-1.2143683771315854,1.7445941776533118,-1.1637497020550347,0.04137262687501828,-0.6597811046796849,-0.5096356708112751,0.43056419527408835,7,7,0,0,378.9418241867205,2475.1327030488255,2,3,-0.6906038653082553,-6.575428978305598,0
2020,2016-07-28 08:36:05,4,1702.3936210398901,1520.3893679978812,182.00425304200894,92.23241914750781,99.12974199354126,-6.897322846033447,-0.9843006916459749,-0.41206694867212995,-1.166275557544444,-0.3395687858694692,-0.6228535132193423,-0.23282900120087857,0.007463827937700122,0.012270283292662157,4,3,1,1,394.85036033262224,1958.3289012687198,2,0,-0.057719055480611514,2.997707445722182,1
2023,2020-07-10 14:25:39,5,1494.3219345412635,1504.7090682485928,-10.387133707329212,103.3459340161967,81.07350840016744,22.272425616029253,-0.559439420723376,-0.8058950364001014,0.5720545792438498,-0.2490667686573456,-0.7402434774869708,-0.7077963903613109,1.2388653232511389,1.3299751203847738,8,7,0,0,433.891271132586,919.8362278649598,3,3,-0.31108087118646743,-2.539612093185467,0
2021,2020-11-16 17:51:14,6,1404.0025698749816,1542.5215675187749,-138.51899764379323,95.10179390785493,103.39178044562904,-8.289986537774112,-0.7903074138585484,0.9800929871935626,0.02957552092234416,-0.4989575498280651,0.9321458239282698,-0.1489326836688687,-0.8758139701876857,-1.1111932854497042,4,5,1,0,1071.1099409817493,1143.616313242508,0,3,-0.44723232699532156,-3.506201137704986,0
2021,2016-05-30 14:57:59,7,1403.6451937931565,1506.6857505099877,-103.04055671683113,76.21154700152972,94.42809318356682,-18.216546182037092,-0.5450206786894088,1.2676283306612508,0.8338935339208641,1.3773818529919528,-0.8880999264769913,-2.0919246232245454,-0.3399245685750075,2.069449720437335,3,7,1,0,1435.9807045442856,1408.9955329281743,2,4,-0.758622297794123,-7.942615884699435,0
2020,2014-10-06 20:18:09,8,1370.062018010089,1445.7288465206686,-75.66682851057953,98.61041528587204,97.603064437516,1.0073508483560403,0.21186360940450485,-0.27399337770275467,1.4243801928709368,-1.0587964448483431,-0.6464211059310845,1.4937714141457819,-1.07146795107223,-0.24073862751644814,6,9,0,0,1717.89485644506,2572.008956618158,2,3,0.23614060578855134,-7.180183371667427,0
2022,2017-12-14 17:44:11,9,1473.162556991106,1503.4339222057513,-30.271365214645357,76.99013860725958,93.20955649068138,-16.219417883421798,-0.9791258849378951,-1.7817157614708359,-0.16400258473999668,0.8282982745011703,1.0939394787601662,0.8370484568359023,0.18361925426986797,-1.2023023286182812,9,6,0,0,2033.408786677513,4220.009049897659,2,2,0.09585768182472454,-3.1097605353824127,0
2022,2022-10-10 11:23:23,10,1600.0661015462588,1423.7909634884159,176.27513805784292,84.15429386234842,73.43375669704457,10.720537165303853,-1.1192478801214283,0.9496940123616728,0.25069402418733583,1.0355165065531038,0.08749172164163577,-0.3655228760198278,0.7075837228888502,0.6489387012461576,3,7,1,0,2879.682297468413,571.1093289461828,3,2,-0.19834908606457158,1.4488604306720538,1
